### 3 connections

Average of 1000: 34.60 ms

### 6 connections

Peer 28 has an average response time of 41.8. Deltas: [14, 54, 64, 7, 1, 48, 4, 3, 4, 6, 3, 5, 6, 7, 8, 1, 3, 4, 4, 6, 42, 4, 1, 32, 6, 1, 37, 3, 1, 2, 2, 20, 0, 39, 47, 51, 7, 49, 68, 74, 30, 48, 86, 88, 1, 2, 438, 442, 0, 10, 9, 1, 2, 3, 0, 1, 11, 0, 1, 2, 1, 6, 281, 283, 1, 1, 2, 6, 8, 109, 112, 5, 285, 287, 375, 2, 4, 8, 2, 13, 23, 24, 24, 4, 8, 2, 12, 52, 55, 55, 1, 6, 2, 0, 8, 17, 59, 61, 62, 1]
Peer 14 has an average response time of 73.53. Deltas: [56, 187, 2, 27, 28, 52, 188, 4, 34, 35, 46, 196, 57, 109, 139, 49, 145, 53, 204, 56, 6, 25, 26, 3, 19, 39, 1, 24, 25, 27, 3, 28, 29, 31, 40, 52, 655, 4, 6, 13, 31, 49, 989, 37, 39, 78, 97, 2, 5, 11, 30, 47, 49, 51, 65, 302, 43, 3, 31, 37, 42, 63, 82, 209, 2, 31, 35, 38, 57, 68, 156, 2, 24, 51, 39, 33, 5, 23, 28, 53, 72, 202, 33, 42, 45, 2, 1, 11, 11, 0, 2, 10, 11, 2, 1, 8, 9, 1032, 47, 52]
Peer 30 has an average response time of 19.74. Deltas: [16, 41, 87, 12, 30, 6, 9, 33, 2, 6, 1, 4, 10, 34, 12, 23, 24, 35, 4, 3, 7, 4, 4, 1, 5, 6, 21, 46, 216, 11, 25, 57, 13, 9, 25, 63, 13, 53, 5, 41, 297, 0, 4, 1, 5, 9, 5, 17, 5, 10, 11, 13, 8, 24, 0, 6, 19, 3, 12, 14, 16, 21, 3, 5, 8, 24, 9, 25, 4, 20, 33, 43, 24, 3, 3, 4, 14, 24, 27, 31, 38, 1, 4, 11, 3, 4, 7, 22, 2, 6, 6, 2, 19, 2, 2, 1, 3, 5, 10, 5]
Peer 44 has an average response time of 26.31. Deltas: [2, 0, 352, 489, 4, 10, 13, 121, 4, 0, 16, 26, 2, 1, 102, 62, 3, 0, 5, 57, 132, 16, 26, 2, 2, 49, 146, 2, 6, 101, 106, 2, 1, 1, 2, 4, 1, 8, 73, 135, 1, 2, 0, 2, 4, 1, 2, 2, 0, 2, 3, 8, 3, 1, 3, 8, 1, 4, 6, 1, 3, 1, 1, 0, 2, 3, 3, 5, 0, 1, 3, 8, 2, 1, 3, 4, 0, 2, 1, 1, 1, 2, 0, 6, 195, 0, 1, 2, 3, 8, 2, 171, 1, 2, 4, 6, 9, 31, 2, 3]
Peer 10 has an average response time of 28.6. Deltas: [5, 15, 22, 60, 4, 11, 17, 66, 21, 1, 0, 5, 32, 69, 18, 5, 1, 2, 8, 11, 54, 1, 108, 118, 13, 2, 4, 6, 2, 22, 1, 2, 3, 0, 3, 4, 7, 12, 9, 277, 2, 21, 2, 5, 4, 8, 2, 2, 2, 13, 5, 1, 8, 12, 31, 1, 12, 2, 3, 468, 7, 9, 16, 42, 0, 1, 8, 12, 48, 15, 1, 3, 8, 1, 19, 2, 11, 22, 37, 50, 1, 2, 2, 10, 24, 34, 49, 1, 20, 654, 4, 11, 19, 35, 50, 1, 1, 1, 2, 2]
Peer 42 has an average response time of 16.37. Deltas: [10, 4, 10, 0, 2, 9, 2, 3, 4, 5, 6, 8, 0, 1, 1, 10, 20, 1, 2, 4, 5, 6, 8, 9, 1, 1, 2, 0, 42, 0, 2, 2, 2, 1, 2, 5, 3, 5, 40, 2, 3, 1, 7, 3, 0, 1, 2, 24, 1, 1, 6, 3, 1, 3, 33, 2, 3, 7, 10, 4, 6, 40, 1, 3, 7, 11, 3, 4, 160, 1, 2, 5, 9, 183, 1, 2, 5, 7, 11, 8, 153, 1, 3, 6, 8, 191, 202, 165, 0, 1, 4, 22, 24, 26, 1, 3, 0, 1, 1, 1]
Peer 46 has an average response time of 39.59. Deltas: [10, 6, 11, 14, 19, 4, 4, 2, 4, 11, 101, 3, 1, 3, 178, 4, 4, 19, 28, 19, 27, 4, 3, 11, 229, 2, 2, 3, 2, 18, 153, 2, 1, 2, 5, 2, 3, 5, 1, 10, 2, 4, 6, 7, 17, 2, 6, 8, 2, 4, 6, 17, 4, 2, 4, 15, 4, 6, 8, 18, 2, 1, 3, 3, 2, 3, 11, 8, 13, 1, 0, 2, 3, 10, 2, 3, 1, 3, 6, 450, 3, 586, 598, 1, 2, 4, 6, 375, 699, 1, 4, 3, 3, 1, 3, 6, 1, 5, 59, 0]
Peer 8 has an average response time of 48.81. Deltas: [64, 188, 301, 3, 22, 78, 112, 3, 5, 16, 20, 135, 4, 19, 23, 151, 2, 2, 16, 5, 13, 18, 155, 2, 28, 10, 27, 314, 4, 36, 3, 3, 5, 3, 3, 4, 3, 11, 2, 5, 14, 75, 111, 2, 3, 4, 12, 3, 5, 0, 1, 5, 315, 5, 228, 10, 15, 21, 48, 72, 0, 531, 15, 22, 55, 80, 0, 1, 3, 13, 23, 33, 46, 0, 2, 6, 11, 20, 0, 1, 19, 383, 2, 19, 342, 3, 12, 19, 31, 47, 58, 1, 0, 16, 70, 98, 129, 2, 1, 0]
Peer 12 has an average response time of 52.56. Deltas: [27, 5, 6, 19, 112, 113, 26, 12, 13, 2, 16, 18, 19, 12, 102, 103, 80, 80, 142, 142, 15, 3, 25, 8, 18, 468, 6, 660, 5, 22, 2, 28, 8, 506, 509, 3, 6, 85, 86, 1, 26, 3, 6, 72, 73, 44, 46, 48, 58, 0, 38, 1, 27, 1, 2, 0, 1, 5, 8, 32, 32, 1, 5, 8, 10, 46, 47, 1, 31, 1, 9, 19, 34, 35, 1, 20, 4, 0, 3, 9, 20, 35, 36, 3, 8, 20, 37, 39, 1, 7, 17, 17, 2, 2, 1, 1, 146, 147, 389, 8]
Peer 26 has an average response time of 31.83. Deltas: [28, 11, 8, 4, 2, 18, 1, 4, 1, 5, 2, 2, 7, 12, 50, 35, 1, 35, 1, 38, 6, 33, 1, 43, 2, 6, 24, 289, 0, 0, 1, 163, 3, 104, 3, 0, 4, 7, 95, 4, 27, 1, 8, 2, 8, 6, 2, 11, 13, 1, 6, 13, 14, 2, 5, 8, 276, 295, 1, 4, 34, 30, 82, 2, 16, 37, 90, 29, 3, 93, 1, 4, 1, 3, 299, 1, 4, 7, 274, 3, 5, 10, 11, 4, 9, 15, 16, 1, 39, 119, 4, 8, 14, 15, 111, 4, 2, 4, 11, 12]
Average of 1000: 37.91 ms

### 9 connections

Peer 30 has an average response time of 42.09. Deltas: [2, 1, 5, 68, 1, 4, 8, 56, 1, 4, 9, 28, 3, 73, 76, 1, 118, 121, 1, 3, 8, 19, 19, 2, 5, 1, 53, 53, 1, 5, 4, 49, 49, 1, 60, 61, 62, 168, 2, 5, 65, 65, 3, 80, 84, 87, 196, 6, 86, 87, 0, 84, 86, 3, 68, 68, 1, 4, 46, 47, 163, 6, 93, 5, 70, 70, 4, 7, 3, 120, 2, 1, 56, 230, 1, 9, 52, 139, 3, 6, 58, 4, 6, 86, 193, 5, 1, 32, 127, 5, 2, 25, 111, 3, 5, 6, 41, 74, 3, 6]
Peer 14 has an average response time of 46.1. Deltas: [34, 154, 166, 11, 0, 175, 6, 8, 80, 119, 202, 9, 13, 8, 15, 4, 78, 83, 19, 68, 160, 8, 12, 5, 10, 4, 7, 40, 44, 47, 50, 54, 112, 4, 7, 39, 43, 47, 51, 54, 312, 4, 9, 42, 46, 49, 52, 55, 289, 2, 5, 37, 41, 44, 47, 51, 290, 8, 13, 3, 6, 7, 25, 76, 37, 51, 3, 5, 7, 10, 26, 39, 46, 5, 35, 88, 6, 9, 9, 2, 5, 54, 8, 11, 26, 84, 5, 8, 15, 69, 3, 5, 49, 3, 6, 45, 55, 104, 111, 3]
Peer 42 has an average response time of 12.49. Deltas: [5, 2, 1, 1, 46, 4, 2, 41, 3, 1, 0, 4, 14, 53, 3, 3, 12, 1, 6, 14, 36, 80, 2, 5, 6, 1, 3, 12, 3, 11, 15, 1, 1, 3, 2, 7, 21, 10, 7, 3, 5, 9, 12, 6, 0, 20, 9, 47, 4, 7, 11, 3, 21, 9, 60, 6, 20, 12, 61, 34, 1, 2, 6, 11, 56, 11, 2, 4, 89, 2, 1, 3, 10, 5, 10, 2, 9, 68, 20, 2, 9, 10, 5, 12, 14, 3, 6, 10, 12, 1, 3, 6, 7, 12, 1, 5, 2, 3, 9, 4]
Peer 8 has an average response time of 12.3. Deltas: [33, 4, 3, 3, 11, 5, 15, 3, 10, 13, 4, 3, 9, 9, 13, 16, 19, 21, 31, 4, 5, 10, 12, 15, 68, 106, 4, 7, 9, 12, 15, 4, 7, 10, 14, 17, 3, 4, 7, 9, 12, 3, 4, 7, 8, 10, 38, 2, 4, 7, 9, 16, 62, 4, 19, 21, 24, 26, 20, 3, 5, 7, 12, 16, 30, 4, 5, 11, 14, 2, 8, 5, 6, 12, 16, 14, 5, 4, 13, 15, 15, 3, 8, 11, 21, 3, 3, 8, 12, 4, 6, 7, 10, 5, 7, 12, 11, 3, 4, 7]
Peer 2 has an average response time of 3.57. Deltas: [1, 1, 8, 0, 5, 1, 2, 1, 1, 1, 12, 1, 3, 0, 0, 4, 1, 3, 8, 2, 3, 4, 6, 9, 13, 2, 2, 3, 5, 7, 2, 0, 1, 3, 4, 2, 2, 3, 5, 7, 3, 1, 2, 3, 6, 1, 2, 3, 2, 1, 4, 1, 2, 4, 2, 0, 2, 1, 2, 3, 0, 0, 2, 1, 2, 3, 0, 0, 2, 2, 0, 1, 2, 4, 2, 1, 3, 3, 8, 2, 1, 6, 12, 2, 2, 3, 7, 10, 1, 5, 10, 0, 0, 12, 1, 2, 13, 21, 27, 1]
Peer 44 has an average response time of 10.7. Deltas: [55, 8, 5, 2, 44, 9, 2, 6, 9, 8, 2, 12, 48, 4, 10, 3, 21, 7, 1, 6, 5, 2, 5, 7, 12, 16, 50, 0, 7, 10, 52, 6, 15, 18, 7, 5, 1, 51, 6, 7, 4, 66, 2, 8, 2, 31, 3, 42, 1, 45, 4, 7, 5, 1, 8, 17, 12, 14, 6, 3, 3, 1, 5, 7, 5, 10, 4, 12, 1, 2, 32, 2, 3, 21, 2, 5, 1, 5, 6, 3, 5, 7, 4, 7, 2, 5, 1, 4, 5, 2, 5, 6, 8, 17, 2, 4, 5, 8, 16, 2]
Peer 40 has an average response time of 11.08. Deltas: [3, 12, 3, 43, 46, 7, 26, 27, 3, 9, 8, 5, 7, 8, 1, 2, 1, 2, 68, 1, 8, 27, 2, 15, 1, 2, 7, 9, 1, 5, 1, 2, 29, 1, 1, 5, 1, 0, 0, 0, 4, 8, 1, 2, 0, 3, 6, 0, 30, 0, 12, 3, 27, 4, 6, 3, 1, 5, 12, 2, 5, 1, 1, 2, 12, 0, 2, 3, 4, 1, 22, 31, 3, 1, 3, 14, 16, 2, 5, 1, 2, 3, 1, 39, 1, 63, 3, 44, 49, 3, 40, 0, 1, 3, 2, 4, 2, 91, 97, 3]
Peer 46 has an average response time of 57.05. Deltas: [24, 45, 56, 6, 23, 168, 5, 8, 30, 7, 10, 34, 4, 15, 206, 4, 10, 17, 88, 3, 12, 19, 215, 7, 27, 64, 4, 7, 25, 7, 30, 33, 163, 2, 5, 8, 21, 6, 27, 23, 165, 7, 28, 26, 232, 25, 224, 8, 30, 5, 26, 22, 246, 8, 25, 143, 2, 5, 10, 19, 26, 3, 6, 10, 23, 3, 6, 12, 8, 28, 32, 171, 7, 25, 28, 194, 5, 27, 12, 16, 3, 14, 99, 6, 9, 23, 9, 14, 26, 512, 438, 475, 135, 1, 5, 8, 10, 15, 535, 2]
Peer 12 has an average response time of 24.08. Deltas: [44, 23, 230, 8, 4, 36, 7, 9, 165, 6, 41, 21, 21, 1, 7, 115, 2, 19, 25, 17, 11, 38, 5, 0, 6, 66, 11, 87, 37, 7, 87, 44, 5, 92, 17, 46, 3, 0, 5, 7, 8, 2, 19, 21, 35, 36, 59, 10, 35, 10, 2, 18, 19, 2, 9, 10, 61, 0, 21, 3, 11, 11, 7, 2, 4, 24, 3, 37, 38, 22, 4, 13, 2, 4, 15, 19, 2, 22, 99, 16, 2, 7, 23, 0, 2, 24, 2, 6, 30, 8, 0, 9, 1, 129, 23, 3, 7, 9, 11, 2]
Peer 10 has an average response time of 24.8. Deltas: [31, 16, 32, 2, 2, 3, 2, 4, 4, 7, 8, 4, 1, 10, 3, 3, 7, 5, 5, 16, 4, 11, 2, 2, 4, 1, 3, 4, 2, 7, 12, 96, 103, 82, 87, 81, 86, 57, 64, 149, 456, 254, 3, 1, 1, 0, 3, 0, 1, 4, 5, 5, 6, 20, 24, 1, 1, 6, 3, 3, 28, 59, 2, 3, 12, 14, 12, 9, 6, 6, 27, 59, 6, 5, 3, 15, 7, 11, 1, 4, 0, 6, 2, 2, 2, 14, 2, 4, 93, 100, 108, 3, 19, 1, 6, 2, 1, 2, 5, 0]
Average of 1000: 24.43 ms

### 12 connections

Peer 30 has an average response time of 60.23. Deltas: [7, 434, 6, 51, 10, 77, 1, 284, 7, 38, 4, 8, 5, 7, 9, 5, 44, 8, 62, 63, 64, 79, 80, 82, 2, 8, 50, 183, 6, 54, 55, 56, 57, 3, 9, 220, 2, 10, 215, 1, 8, 260, 2, 7, 60, 171, 1, 7, 60, 175, 5, 88, 1, 7, 83, 294, 227, 3, 5, 7, 57, 147, 112, 177, 2, 5, 81, 81, 82, 82, 83, 106, 7, 2, 6, 10, 20, 21, 23, 26, 28, 76, 1, 4, 8, 17, 18, 19, 21, 24, 61, 162, 112, 114, 2, 7, 42, 111, 113, 116]
Peer 42 has an average response time of 16.1. Deltas: [8, 3, 10, 18, 3, 8, 22, 1, 7, 6, 2, 4, 4, 13, 4, 7, 1, 1, 1, 6, 11, 2, 3, 1, 7, 6, 1, 0, 2, 8, 12, 12, 2, 4, 7, 15, 17, 13, 6, 12, 50, 3, 5, 8, 15, 17, 2, 4, 6, 15, 17, 2, 3, 21, 25, 2, 6, 23, 27, 3, 2, 2, 70, 80, 0, 81, 1, 3, 6, 58, 4, 13, 5, 13, 1, 67, 7, 46, 2, 83, 13, 48, 61, 2, 79, 1, 79, 5, 6, 7, 3, 8, 13, 43, 53, 2, 9, 13, 44, 53]
Peer 12 has an average response time of 40.43. Deltas: [65, 73, 52, 58, 55, 60, 4, 7, 28, 43, 45, 49, 1, 4, 49, 5, 49, 5, 40, 3, 4, 23, 27, 67, 83, 2, 22, 1, 29, 3, 33, 35, 39, 73, 98, 2, 5, 19, 25, 63, 79, 3, 6, 18, 83, 97, 2, 26, 28, 3, 31, 33, 2, 17, 19, 1, 4, 115, 3, 17, 18, 43, 151, 1, 4, 91, 5, 95, 3, 25, 79, 2, 33, 34, 121, 3, 26, 113, 2, 22, 3, 32, 34, 138, 4, 36, 37, 41, 132, 2, 23, 49, 51, 54, 223, 34, 50, 54, 188, 52]
Peer 10 has an average response time of 45.63. Deltas: [10, 5, 15, 4, 2, 1, 9, 2, 3, 7, 5, 2, 12, 2, 3, 1, 6, 9, 2, 7, 4, 4, 7, 2, 7, 1, 13, 2, 3, 3, 14, 19, 141, 145, 149, 28, 1, 13, 175, 15, 20, 29, 103, 112, 121, 15, 2, 9, 175, 177, 181, 16, 6, 2, 16, 19, 3, 13, 16, 0, 195, 198, 13, 85, 10, 14, 16, 2, 14, 18, 165, 2, 5, 47, 287, 3, 204, 18, 21, 120, 145, 4, 10, 2, 15, 3, 10, 17, 26, 29, 37, 172, 1, 2, 184, 185, 1, 2, 196, 197]
Peer 14 has an average response time of 41.12. Deltas: [7, 1, 56, 84, 90, 3, 6, 46, 84, 86, 89, 5, 2, 6, 11, 120, 3, 8, 52, 57, 17, 6, 64, 4, 0, 4, 47, 53, 60, 1, 53, 3, 5, 6, 41, 44, 97, 1, 65, 68, 1, 2, 48, 50, 71, 1, 6, 2, 37, 159, 1, 5, 1, 169, 76, 295, 1, 4, 6, 2, 8, 11, 4, 8, 9, 2, 5, 8, 3, 5, 3, 3, 39, 138, 3, 49, 213, 1, 5, 1, 7, 5, 74, 76, 82, 268, 4, 46, 2, 76, 74, 1, 4, 0, 4, 76, 80, 262, 59, 2]
Peer 44 has an average response time of 7.58. Deltas: [7, 18, 1, 6, 0, 14, 4, 7, 5, 10, 9, 4, 1, 5, 9, 10, 1, 6, 9, 2, 4, 2, 20, 43, 4, 13, 15, 0, 2, 1, 4, 3, 19, 37, 0, 3, 3, 3, 6, 8, 2, 17, 35, 1, 4, 1, 7, 0, 5, 3, 6, 12, 15, 4, 3, 39, 5, 5, 6, 1, 7, 10, 11, 0, 1, 7, 1, 8, 7, 8, 30, 1, 2, 11, 2, 5, 17, 3, 37, 1, 30, 3, 3, 13, 1, 2, 7, 3, 1, 4, 1, 8, 2, 0, 8, 6, 3, 2, 2, 1]
Peer 26 has an average response time of 11.04. Deltas: [5, 11, 12, 13, 3, 4, 5, 6, 7, 18, 20, 23, 6, 17, 19, 2, 14, 16, 18, 4, 8, 22, 23, 25, 11, 1, 3, 2, 81, 4, 4, 19, 1, 3, 6, 1, 4, 1, 18, 8, 3, 5, 1, 12, 3, 4, 7, 9, 6, 1, 2, 4, 6, 8, 2, 7, 1, 5, 16, 18, 29, 3, 5, 8, 11, 2, 8, 9, 1, 97, 2, 4, 6, 8, 7, 2, 4, 6, 3, 6, 16, 5, 16, 18, 15, 3, 9, 16, 18, 29, 16, 17, 26, 42, 1, 4, 8, 6, 18, 12]
Peer 46 has an average response time of 19.52. Deltas: [28, 34, 4, 17, 18, 7, 17, 3, 7, 4, 8, 80, 2, 5, 8, 4, 26, 2, 19, 17, 20, 3, 3, 6, 10, 14, 52, 3, 5, 1, 3, 36, 3, 6, 18, 4, 4, 13, 8, 21, 10, 4, 14, 4, 21, 2, 7, 11, 53, 5, 2, 127, 3, 8, 13, 16, 5, 14, 6, 118, 7, 21, 4, 10, 13, 2, 7, 10, 3, 98, 9, 18, 2, 6, 9, 5, 9, 6, 134, 5, 5, 12, 200, 243, 2, 5, 7, 13, 18, 27, 2, 5, 11, 2, 4, 10, 4, 6, 10, 2]
Peer 22 has an average response time of 6.23. Deltas: [15, 13, 0, 2, 3, 9, 13, 6, 1, 3, 2, 2, 7, 12, 2, 5, 9, 2, 1, 6, 4, 5, 5, 1, 2, 2, 6, 2, 2, 6, 17, 23, 2, 2, 4, 4, 3, 16, 21, 4, 27, 4, 22, 1, 1, 7, 2, 0, 2, 9, 4, 5, 2, 4, 3, 1, 0, 2, 8, 2, 2, 4, 5, 8, 12, 4, 1, 6, 15, 4, 6, 7, 13, 2, 4, 6, 16, 5, 2, 1, 18, 4, 3, 12, 2, 3, 9, 27, 17, 18, 15, 1, 4, 10, 0, 0, 1, 0, 3, 3]
Peer 40 has an average response time of 2.48. Deltas: [2, 2, 6, 1, 3, 0, 5, 1, 2, 4, 1, 2, 3, 0, 2, 1, 5, 2, 3, 1, 0, 2, 3, 0, 2, 1, 3, 3, 0, 0, 8, 10, 1, 3, 1, 0, 9, 12, 5, 2, 1, 3, 4, 2, 3, 8, 11, 1, 5, 1, 1, 1, 0, 1, 1, 4, 0, 0, 0, 1, 2, 7, 0, 1, 3, 1, 3, 0, 0, 0, 1, 5, 2, 6, 0, 1, 5, 3, 0, 1, 1, 1, 6, 0, 1, 2, 1, 5, 4, 1, 3, 0, 0, 1, 2, 3, 1, 0, 7, 9]
Average of 1000: 25.04 ms

### 15 connections

Peer 30 has an average response time of 39.34. Deltas: [75, 84, 91, 99, 105, 121, 152, 73, 74, 13, 17, 23, 37, 37, 38, 40, 41, 39, 41, 54, 7, 12, 15, 26, 37, 38, 40, 41, 37, 39, 30, 6, 8, 12, 21, 64, 65, 66, 67, 12, 15, 18, 22, 26, 34, 36, 41, 39, 40, 42, 16, 20, 24, 26, 28, 33, 35, 38, 43, 107, 109, 111, 17, 105, 4, 10, 15, 17, 20, 24, 25, 28, 30, 48, 50, 51, 2, 4, 7, 14, 126, 126, 127, 0, 1, 9, 14, 16, 18, 20, 23, 28, 29, 32, 34, 12, 13, 14, 8, 13]
Peer 20 has an average response time of 4.04. Deltas: [1, 3, 1, 2, 2, 1, 2, 2, 2, 1, 3, 4, 7, 3, 3, 0, 1, 1, 6, 1, 1, 3, 6, 10, 2, 7, 0, 1, 1, 7, 14, 20, 23, 2, 1, 0, 1, 1, 2, 0, 18, 22, 25, 28, 1, 1, 5, 1, 0, 2, 0, 0, 12, 15, 1, 8, 4, 1, 1, 1, 2, 6, 2, 1, 3, 2, 1, 1, 2, 1, 1, 0, 3, 4, 6, 0, 0, 0, 1, 1, 1, 3, 10, 2, 1, 0, 1, 0, 2, 6, 16, 1, 5, 0, 0, 2, 1, 14, 0, 8]
